tray,pop,temp,ph,time,status
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,0
fr03,FRA,13,8,28,1
fr03,FRA,13,8,28,1
fr03,FRA,13,8,28,1
fr03,FRA,13,8,28,1
fr03,FRA,13,8,21,1
fr03,FRA,13,8,21,1
fr03,FRA,13,8,21,1
fr03,FRA,13,8,13,0
fr03,FRA,13,8,13,0
fr03,FRA,13,8,13,0
fr03,FRA,13,8,13,0
fr03,FRA,13,8,13,0
fr03,FRA,13,8,13,0
fr03,FRA,13,8,13,0
fr03,FRA,13,8,13,0
fr03,FRA,13,8,13,1
fr03,FRA,13,8,13,1
fr03,FRA,13,8,13,1
fr03,FRA,13,8,13,1
fr03,FRA,13,8,13,1
fr03,FRA,13,8,13,1
fr03,FRA,13,8,13,1
fr03,FRA,13,8,13,1
fr03,FRA,13,8,13,1
fr03,FRA,13,8,13,1
fr03,FRA,13,8,13,1
fr03,FRA,13,8,13,1
fr03,FRA,13,8,13,1
fr03,FRA,13,8,13,1
fr03,FRA,13,8,13,1
fr03,FRA,13,8,13,1
fr03,FRA,13,8,13,1
fr03,FRA,13,8,13,1
fr03,FRA,13,8,13,1
fr03,FRA,13,8,6,0
fr03,FRA,13,8,6,0
fr03,FRA,13,8,6,0
fr03,FRA,13,8,6,0
fr03,FRA,13,8,6,0
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr03,FRA,13,8,6,1
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,0
fr04,FRA,13,7.7,28,1
fr04,FRA,13,7.7,28,1
fr04,FRA,13,7.7,28,1
fr04,FRA,13,7.7,28,1
fr04,FRA,13,7.7,28,1
fr04,FRA,13,7.7,21,1
fr04,FRA,13,7.7,13,0
fr04,FRA,13,7.7,13,0
fr04,FRA,13,7.7,13,0
fr04,FRA,13,7.7,13,0
fr04,FRA,13,7.7,13,0
fr04,FRA,13,7.7,13,1
fr04,FRA,13,7.7,13,1
fr04,FRA,13,7.7,13,1
fr04,FRA,13,7.7,13,1
fr04,FRA,13,7.7,13,1
fr04,FRA,13,7.7,13,1
fr04,FRA,13,7.7,13,1
fr04,FRA,13,7.7,13,1
fr04,FRA,13,7.7,13,1
fr04,FRA,13,7.7,13,1
fr04,FRA,13,7.7,13,1
fr04,FRA,13,7.7,13,1
fr04,FRA,13,7.7,13,1
fr04,FRA,13,7.7,13,1
fr04,FRA,13,7.7,13,1
fr04,FRA,13,7.7,13,1
fr04,FRA,13,7.7,13,1
fr04,FRA,13,7.7,13,1
fr04,FRA,13,7.7,13,1
fr04,FRA,13,7.7,13,1
fr04,FRA,13,7.7,13,1
fr04,FRA,13,7.7,6,0
fr04,FRA,13,7.7,6,0
fr04,FRA,13,7.7,6,0
fr04,FRA,13,7.7,6,1
fr04,FRA,13,7.7,6,1
fr04,FRA,13,7.7,6,1
fr04,FRA,13,7.7,6,1
fr04,FRA,13,7.7,6,1
fr04,FRA,13,7.7,6,1
fr04,FRA,13,7.7,6,1
fr04,FRA,13,7.7,6,1
fr04,FRA,13,7.7,6,1
fr04,FRA,13,7.7,6,1
fr04,FRA,13,7.7,6,1
fr04,FRA,13,7.7,6,1
fr04,FRA,13,7.7,6,1
fr04,FRA,13,7.7,6,1
fr04,FRA,13,7.7,6,1
fr04,FRA,13,7.7,6,1
fr04,FRA,13,7.7,6,1
fr04,FRA,13,7.7,6,1
fr04,FRA,13,7.7,6,1
fr04,FRA,13,7.7,6,1
fr04,FRA,13,7.7,6,1
fr04,FRA,13,7.7,6,1
fr04,FRA,13,7.7,6,1
fr04,FRA,13,7.7,6,1
fr04,FRA,13,7.7,6,1
fr04,FRA,13,7.7,6,1
fr04,FRA,13,7.7,6,1
fr04,FRA,13,7.7,6,1
fr04,FRA,13,7.7,6,1
fr04,FRA,13,7.7,6,1
fr04,FRA,13,7.7,6,1
fr04,FRA,13,7.7,6,1
fr04,FRA,13,7.7,6,1
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,0
fr05,FRA,13,7.7,28,1
fr05,FRA,13,7.7,21,0
fr05,FRA,13,7.7,21,0
fr05,FRA,13,7.7,21,1
fr05,FRA,13,7.7,21,1
fr05,FRA,13,7.7,21,1
fr05,FRA,13,7.7,21,1
fr05,FRA,13,7.7,13,0
fr05,FRA,13,7.7,13,0
fr05,FRA,13,7.7,13,1
fr05,FRA,13,7.7,13,1
fr05,FRA,13,7.7,13,1
fr05,FRA,13,7.7,13,1
fr05,FRA,13,7.7,13,1
fr05,FRA,13,7.7,13,1
fr05,FRA,13,7.7,13,1
fr05,FRA,13,7.7,13,1
fr05,FRA,13,7.7,13,1
fr05,FRA,13,7.7,13,1
fr05,FRA,13,7.7,13,1
fr05,FRA,13,7.7,13,1
fr05,FRA,13,7.7,13,1
fr05,FRA,13,7.7,13,1
fr05,FRA,13,7.7,13,1
fr05,FRA,13,7.7,13,1
fr05,FRA,13,7.7,13,1
fr05,FRA,13,7.7,13,1
fr05,FRA,13,7.7,6,0
fr05,FRA,13,7.7,6,0
fr05,FRA,13,7.7,6,1
fr05,FRA,13,7.7,6,1
fr05,FRA,13,7.7,6,1
fr05,FRA,13,7.7,6,1
fr05,FRA,13,7.7,6,1
fr05,FRA,13,7.7,6,1
fr05,FRA,13,7.7,6,1
fr05,FRA,13,7.7,6,1
fr05,FRA,13,7.7,6,1
fr05,FRA,13,7.7,6,1
fr05,FRA,13,7.7,6,1
fr05,FRA,13,7.7,6,1
fr05,FRA,13,7.7,6,1
fr05,FRA,13,7.7,6,1
fr05,FRA,13,7.7,6,1
fr05,FRA,13,7.7,6,1
fr05,FRA,13,7.7,6,1
fr05,FRA,13,7.7,6,1
fr05,FRA,13,7.7,6,1
fr05,FRA,13,7.7,6,1
fr05,FRA,13,7.7,6,1
fr05,FRA,13,7.7,6,1
fr05,FRA,13,7.7,6,1
fr05,FRA,13,7.7,6,1
fr06,FRA,13,7.7,28,0
fr06,FRA,13,7.7,28,0
fr06,FRA,13,7.7,28,0
fr06,FRA,13,7.7,28,0
fr06,FRA,13,7.7,28,0
fr06,FRA,13,7.7,28,0
fr06,FRA,13,7.7,28,0
fr06,FRA,13,7.7,28,0
fr06,FRA,13,7.7,28,0
fr06,FRA,13,7.7,28,0
fr06,FRA,13,7.7,28,0
fr06,FRA,13,7.7,28,0
fr06,FRA,13,7.7,28,0
fr06,FRA,13,7.7,28,0
fr06,FRA,13,7.7,28,0
fr06,FRA,13,7.7,28,0
fr06,FRA,13,7.7,28,0
fr06,FRA,13,7.7,28,0
fr06,FRA,13,7.7,28,0
fr06,FRA,13,7.7,28,0
fr06,FRA,13,7.7,28,0
fr06,FRA,13,7.7,28,0
fr06,FRA,13,7.7,28,0
fr06,FRA,13,7.7,28,0
fr06,FRA,13,7.7,28,0
fr06,FRA,13,7.7,28,0
fr06,FRA,13,7.7,28,0
fr06,FRA,13,7.7,28,0
fr06,FRA,13,7.7,28,0
fr06,FRA,13,7.7,28,0
fr06,FRA,13,7.7,28,0
fr06,FRA,13,7.7,28,0
fr06,FRA,13,7.7,28,0
fr06,FRA,13,7.7,28,0
fr06,FRA,13,7.7,28,0
fr06,FRA,13,7.7,28,0
fr06,FRA,13,7.7,28,0
fr06,FRA,13,7.7,28,0
fr06,FRA,13,7.7,28,0
fr06,FRA,13,7.7,28,0
fr06,FRA,13,7.7,28,0
fr06,FRA,13,7.7,28,0
fr06,FRA,13,7.7,28,0
fr06,FRA,13,7.7,28,0
fr06,FRA,13,7.7,28,0
fr06,FRA,13,7.7,28,0
fr06,FRA,13,7.7,28,0
fr06,FRA,13,7.7,28,0
fr06,FRA,13,7.7,28,1
fr06,FRA,13,7.7,28,1
fr06,FRA,13,7.7,28,1
fr06,FRA,13,7.7,21,0
fr06,FRA,13,7.7,21,1
fr06,FRA,13,7.7,21,1
fr06,FRA,13,7.7,21,1
fr06,FRA,13,7.7,21,1
fr06,FRA,13,7.7,13,0
fr06,FRA,13,7.7,13,0
fr06,FRA,13,7.7,13,0
fr06,FRA,13,7.7,13,0
fr06,FRA,13,7.7,13,0
fr06,FRA,13,7.7,13,0
fr06,FRA,13,7.7,13,0
fr06,FRA,13,7.7,13,0
fr06,FRA,13,7.7,13,0
fr06,FRA,13,7.7,13,1
fr06,FRA,13,7.7,13,1
fr06,FRA,13,7.7,13,1
fr06,FRA,13,7.7,13,1
fr06,FRA,13,7.7,13,1
fr06,FRA,13,7.7,13,1
fr06,FRA,13,7.7,13,1
fr06,FRA,13,7.7,13,1
fr06,FRA,13,7.7,13,1
fr06,FRA,13,7.7,13,1
fr06,FRA,13,7.7,13,1
fr06,FRA,13,7.7,13,1
fr06,FRA,13,7.7,13,1
fr06,FRA,13,7.7,13,1
fr06,FRA,13,7.7,6,0
fr06,FRA,13,7.7,6,0
fr06,FRA,13,7.7,6,0
fr06,FRA,13,7.7,6,0
fr06,FRA,13,7.7,6,0
fr06,FRA,13,7.7,6,1
fr06,FRA,13,7.7,6,1
fr06,FRA,13,7.7,6,1
fr06,FRA,13,7.7,6,1
fr06,FRA,13,7.7,6,1
fr06,FRA,13,7.7,6,1
fr06,FRA,13,7.7,6,1
fr06,FRA,13,7.7,6,1
fr06,FRA,13,7.7,6,1
fr06,FRA,13,7.7,6,1
fr06,FRA,13,7.7,6,1
fr06,FRA,13,7.7,6,1
fr06,FRA,13,7.7,6,1
fr06,FRA,13,7.7,6,1
fr06,FRA,13,7.7,6,1
fr06,FRA,13,7.7,6,1
fr06,FRA,13,7.7,6,1
fr06,FRA,13,7.7,6,1
fr06,FRA,13,7.7,6,1
fr06,FRA,13,7.7,6,1
fr06,FRA,13,7.7,6,1
fr06,FRA,13,7.7,6,1
fr06,FRA,13,7.7,6,1
fr06,FRA,13,7.7,6,1
fr06,FRA,13,7.7,6,1
fr06,FRA,13,7.7,6,1
fr06,FRA,13,7.7,6,1
fr06,FRA,13,7.7,6,1
fr06,FRA,13,7.7,6,1
fr06,FRA,13,7.7,6,1
fr06,FRA,13,7.7,6,1
fr06,FRA,13,7.7,6,1
fr06,FRA,13,7.7,6,1
fr06,FRA,13,7.7,6,1
