Gel,Group,Population,Temp,pH,sp_5,sp_6,sp_7,sp_14,sp_10,sp_15,sp_16,sp_18,sp_26,sp_28,sp_27,sp_29,sp_45,sp_54,sp_33,sp_55,sp_34,sp_35,sp_42,sp_36,sp_47,sp_63,sp_73,sp_88,sp_82,sp_72,sp_71,sp_80,sp_75,sp_74,sp_90,sp_89,sp_93,sp_101,sp_100,sp_96,sp_99,sp_94,sp_98,sp_97,sp_163,sp_111,sp_107,sp_115,sp_108,sp_113,sp_110,sp_116,sp_118,sp_122,sp_136,sp_150,sp_130,sp_133,sp_145,sp_148,sp_124,sp_152,sp_151,sp_144,sp_132,sp_147,sp_135,sp_138,sp_143,sp_142,sp_149,sp_140,sp_153,sp_161,sp_164,sp_169,sp_165,sp_170,sp_264,sp_185,sp_167,sp_168,sp_189,sp_171,sp_177,sp_186,sp_187,sp_182,sp_262,sp_181,sp_198,sp_204,sp_207,sp_200,sp_205,sp_209,sp_217,sp_225,sp_253,sp_236,sp_228,sp_234,sp_229,sp_241,sp_231,sp_239,sp_242,sp_230,sp_233,sp_237,sp_232,sp_251,sp_240,sp_243,sp_263,sp_238,sp_252,sp_260,sp_259,sp_256,sp_257,sp_258,sp_270,sp_265,sp_294,sp_266,sp_267,sp_268,sp_269,sp_277,sp_278,sp_290,sp_273,sp_275,sp_282,sp_288,sp_286,sp_301,sp_296,sp_297,sp_298,sp_299,sp_305,sp_310,sp_304,sp_302,sp_309,sp_312,sp_314,sp_320,sp_317,sp_329,sp_325,sp_330,sp_333,sp_337,sp_335,sp_342,sp_341,sp_345,sp_344,sp_347,sp_368,sp_348,sp_351,sp_349,sp_356,sp_364,sp_359,sp_378,sp_360,sp_367,sp_366,sp_369,sp_361,sp_372,sp_374,sp_381,sp_376,sp_389,sp_383,sp_394,sp_386,sp_385,sp_397,sp_393,sp_401,sp_399,sp_395,sp_408,sp_414,sp_407,sp_419,sp_409,sp_421,sp_418,sp_422,sp_420,sp_439,sp_423,sp_435,sp_442,sp_441,sp_443,sp_454,sp_447,sp_448,sp_451,sp_472,sp_462,sp_464,sp_463,sp_471,sp_476,sp_468,sp_470,sp_475,sp_485,sp_482,sp_487,sp_559,sp_565,sp_571,sp_37,sp_43,sp_46,sp_593,sp_64,sp_607,sp_610,sp_634,sp_638,sp_639,sp_646,sp_649,sp_658,sp_660,sp_663,sp_196,sp_681,sp_685,sp_216,sp_690,sp_197,sp_700,sp_703,sp_708,sp_247,sp_715,sp_720,sp_725,sp_736,sp_272,sp_749,sp_748,sp_752,sp_756,sp_331,sp_764,sp_771,sp_772,sp_777,sp_415,sp_434,sp_789,sp_466,sp_802,sp_810,sp_811,sp_60,sp_58,sp_815,sp_129,sp_819,sp_733,sp_735,sp_141,sp_32,sp_444
G1_r2_63779,G1,France,13C,80pH,1419247.368,3114440.689,790376.9118,272091.8757,271279.0001,150564.8236,375353.6898,1039557.197,54989.70568,229966.5492,233372.5581,224370.8404,980812.1261,2562508.439,28082543.03,2066629.414,132327.0533,1584610.476,1122079.953,178664.3975,70329.62155,656542.5622,12849903.57,4516938.699,3559075.074,8064544.244,848409.5363,1493851.668,1150653.347,369693.6033,1267958.939,384042.1028,3253725.683,7254503.81,1266057.651,102000.0113,140099.5864,59481.55167,72335.63035,59816.31566,1546375.279,2274625.145,494819.7975,1149169.226,5813277.041,954346.0288,349521.9272,435312.4947,540582.0343,3218650.143,5135570.528,3694528.307,1099861.925,2489054.354,1079804.412,576035.2571,1306516.025,2408914.431,604351.9985,353897.035,153579.4162,530097.913,20378.54304,351979.4382,56054.08348,125868.6835,61101.29434,4867072.644,154382.8498,170587.1434,6133436.733,865871.3408,46781.12108,461546.8324,82181074.37,1445855.955,3411385.787,229009.4675,5083021.166,133649.8003,280403.4646,733050.7252,883761.4716,305744.24,44833227.3,473695.3316,3502007.256,227626.6347,573037.8319,409888.4576,203764.8295,225361.3984,9973337.589,246491.8729,20479571.37,3671368.648,142722.7626,256120.2001,133206.0234,7202982.775,558521.0921,7051054.002,5033768.8,118715.0346,77984.55802,378217.2094,7133203.368,7338646.309,1641686.878,1727511.78,5098942.197,966479.9357,1682521.217,1329662.809,314609.477,745921.9713,500635.2488,168637.787,915159.7583,604327.1058,25630663.79,736210.3822,111250.6561,433699.619,176132.2084,603316.8052,865164.0446,15491750.22,354184.5887,787675.624,4029382.422,1893468.022,3988275.121,3590242.459,286592.3065,281955.3961,848512.5406,290636.9422,1660118.639,556169.1605,611212.9434,885920.2701,855858.4642,899389.7995,854044.7301,1021915.135,400161.4179,3321091.356,463228.3776,470916.7905,2060101.516,354170.8548,82575.11647,628947.7094,372998.3247,657255.867,803176.9133,196822.3395,1974899.79,1271104.862,1659363.274,1414353.805,1186595.84,1505001.884,141442.0758,3889099.145,298184.5825,2243137.588,426371.7212,3250651.005,255531.3589,533854.1366,673851.577,1883847.42,1253759.796,1013739.168,1858352.996,3338899.083,356879.868,1939708.37,1913387.337,764193.218,137438.6419,1368198.435,399065.2804,4267814.208,1322667.958,2788759.967,359579.4391,346621.4977,277986.297,357127.9367,378700.4713,67637.77576,1206672.237,628655.8638,571155.4283,1375744.359,417011.2051,455552.8403,1296313.449,1597077.431,195574.2707,33260.08953,4543004.797,1028683.376,442384.5985,105788.853,385553.6909,3660751.48,2948264.705,301157.115,784502.2331,330968.2771,210823.1994,983059.3367,3579556.621,3697489.681,13609025.55,246882.4309,900985.5078,109894.4328,1577455.111,61566.53045,780265.3227,711201.7958,2056862.889,2465413.149,1578128.072,511667.868,935701.3915,1705353.838,206581.1388,2099331.564,412018.0715,6801847.966,675691.0622,2741911.893,456485.0293,7528839.463,2818561.687,1416962.389,6160090.813,22364238.54,19019171.21,833401.8093,1296461.947,684874.7542,335907.3335,1573626.784,4232226.221,1452409.603,2827565.121,3141178.89,947618.9894,2001889.493,1260065.376,531429.2436,1179861.075,3156805.501,5613790.323,228262.6863,194136.5023,6405555.218,1506698.021,286306.4696,163146.7992,1580098.888,67410.30792,4646259.744,9407567.569,574650.7076,353498.7517,1993021.681,406439.5301
G1_r2_63784,G1,France,13C,80pH,1809747.412,3342331.044,810529.4744,482374.8056,666389.4056,220231.1943,320970.0279,843250.2875,28068.82211,337858.3841,257407.1484,398514.5234,1250623.807,2455653.124,25077940.38,1971519.492,123747.6351,1051711.221,1251390.088,118920.6666,43810.77329,754026.7907,12498085.77,5986394.327,3483488.197,8731358.599,1027875.047,1268012.961,1111782.09,215236.036,1723065.616,569289.6538,3806622.819,5695598.132,1174677.49,109220.7224,124375.141,60960.08749,58846.02611,46563.65379,1664138.135,2912797.214,582259.1149,900716.8565,2871960.306,1244750.743,402304.4479,297160.2513,568238.2797,2509576.397,3736692.866,3771095.576,1281793.956,2682139.768,1091508.822,818391.3995,1524227.697,2794020.603,879226.2874,366262.0771,223447.9163,440518.9545,30143.66437,332394.859,60269.98183,117647.5536,47673.10234,3403389.18,188813.6627,278431.6133,5883866.498,1184924.239,49677.80272,432436.7991,65501300.25,2207006.924,2997794.097,201648.8738,6198179.08,77724.75263,306731.9791,732812.2639,806959.7803,306701.8105,38006875.33,487074.312,2648290.651,189018.8089,402656.6658,240961.5157,191479.0544,178799.2114,9261236.809,255601.5605,18368213.51,5396665.478,123159.3483,226421.0272,158499.546,7897515.62,481189.9356,4928423.885,4583771.543,114706.1196,65072.06132,374565.9715,5179622.346,6407177.768,1308724.669,1274462.243,5209211.663,867644.5798,1455696.811,1313662.507,248359.5993,610283.4384,628897.4359,156736.1941,957979.7877,852899.6993,23936994.35,811787.5031,102173.3483,488431.8969,116725.1501,498768.3975,936808.2512,13954172.51,253537.2772,811913.4568,3180928.529,1869861.272,4678568.68,2997748.844,272182.1975,239174.7832,780621.879,246890.3907,1387769.296,624923.4832,575456.8603,1535498.669,803712.8898,1228367.71,845694.6945,490503.7223,354656.9888,2848441.656,426314.8454,458682.6863,2262041.153,450949.7319,86455.53199,695547.3125,371187.8477,886429.7838,380586.8605,188550.4421,1336596.642,1340586.433,2108427.404,1604599.74,1295405.253,1700112.626,116265.0796,4309773.199,309180.1572,2095497.162,559954.7491,2449366.752,448863.5764,463417.6408,691230.1925,3389872.913,1511039.514,1272748.669,2023020.229,3147435.401,462438.6712,1787239.409,2052324.454,749409.4936,144701.9581,1239530.829,359153.6117,4045425.02,1092827.188,2130196.278,469668.5651,358620.3825,229522.3545,420800.0338,332129.3758,95559.6472,854697.7451,508502.2813,454915.3882,1578446.621,429078.2849,487142.9454,1691665.431,1365059.918,231620.5774,56274.15693,4524640.424,844556.5858,543715.771,191270.1372,309484.8596,3383016.355,3243763.592,318321.2289,681079.9827,489471.2035,278200.8239,1093941.162,6825860.723,6597239.654,17093550.64,261509.3175,584419.1833,72169.96773,1842518.003,47462.67668,1204890.542,713925.9953,1522971.177,2385550.457,1413638.077,431823.6232,1130611.793,1936547.351,225750.5311,2304945.361,506408.5837,6464935.463,731229.1691,2630017.558,346877.2731,7059372.115,2448328.954,1157421.832,5937956.452,18568507.81,14257153.78,925759.0185,1299071.487,621671.3131,363656.2683,1457499.382,4132600.072,1662739.068,2886923.909,3039677.099,1075549.657,2273130.359,1191235.501,389010.6748,1161541.348,2977492.923,6964918.145,102843.8444,235602.8264,4931387.946,1923080.863,214797.8378,172103.301,1570155.549,56223.6246,4991590.803,11055284.51,619659.0706,360257.0266,1856905.386,413239.7943
G1_r2_63785,G1,France,13C,80pH,1215400.129,3335650.809,609312.3764,448009.9158,356412.3196,143118.5035,402217.5121,1216165.634,35775.97192,217644.7749,365705.2662,295290.619,945680.8707,1301386.148,32812292.01,3440901.446,157728.8828,1503068.577,744503.6028,165830.6369,57686.05992,512915.2971,13384862.26,6818541.794,5482391.822,3846102.42,770690.6569,4876167.046,754410.4155,446200.2896,1043658.29,525257.4776,2227390.417,4501392.639,1651026.757,245896.3193,326768.6145,124940.9409,195616.8466,45333.83103,1738141.851,3970133.524,405566.3711,979871.0218,715228.0347,809505.8142,299317.2885,1243697.348,504980.712,932742.1804,2438644.407,2271851.864,558378.8439,1647254.951,1429812.058,422612.1181,1067859.414,1376004.682,683061.2668,215203.9263,171230.2837,532465.8372,80310.49809,205232.2556,88197.58168,64954.70992,51731.01036,2163785.847,81652.41676,131601.2057,8373694.902,759015.325,78409.52277,388105.899,82253495.84,2763599.741,1780544.289,123584.4063,5254304.929,102903.8776,437542.2193,639490.4739,551031.6337,176083.6628,47897638.36,478460.2336,3222956.132,249606.9208,703636.744,470375.8359,239471.7352,272406.7493,15162016.58,134978.3829,20681307.97,6504493.545,117546.2291,287021.6961,51660.67154,9639045.647,1181991.013,5624216.822,4382669.833,146450.9197,118729.2002,303100.0558,13084798.64,19613560,1296058.667,1255018.245,11604618.5,862206.9523,1418199.757,1286530.953,319245.1005,829360.5469,1055103.422,234205.4581,1128269.505,590094.3472,26975702.17,705795.3239,145498.1483,490260.7138,94111.52413,368084.911,1115895.352,17782181.75,257969.0199,443014.032,5440890.087,2312029.95,6261027.113,3993960.116,282034.0338,155921.9971,679111.3305,290099.2482,1781798.512,562411.9079,689639.3174,308386.4298,643019.2906,964089.5466,1523764.635,270048.1149,485955.4294,2209316.079,326882.8009,387566.0257,2909603.05,342280.6097,87142.49927,844952.0158,473884.5558,1214881.266,340648.2008,263629.9252,1184387.1,1137538.701,2243803.114,2088653.931,1182941.957,1605173.149,55141.07326,3130572.02,317226.2848,1837616.483,1311266.47,2289991.973,336711.967,407914.0436,585076.5397,2464778.478,1147587.105,695602.5883,4940355.337,2624061.21,457709.366,1546311.426,1350762.178,475686.8741,160301.2742,1254830.066,362837.8171,3427726.161,1362261.206,1930071.847,762397.9832,297039.9548,256839.9447,355659.6028,305719.0353,104817.6418,713422.0625,555417.3053,367008.8183,1691788.564,599937.2156,423636.1418,1248963.625,1692184.106,247468.4378,39415.32112,3424194.604,1331820.937,617493.6042,160341.4679,202636.1135,2059837.849,3192779.862,210656.5668,673774.7146,321287.6669,235983.1121,875373.1019,2240714.6,3018536.884,8087180.194,277560.667,817166.352,97393.69825,989966.9272,102132.8909,774512.7043,697514.5256,2104381.51,3862740.75,1448374.201,442702.5315,686873.2658,1315101.306,180692.2263,1827447.498,497821.681,3441241.264,431719.626,2751634.833,208873.4318,9328498.81,4288230.366,2091324.979,5317941.471,24164844.79,22220291.37,823724.3058,1025434.139,520637.0388,490028.687,2210884.543,4302194.907,1327427.044,2066860.77,3799629.466,1033772.487,1736764.307,1461955.989,422598.4157,1579920.597,1963297.352,4904599.462,146242.6437,166210.6492,6552078.219,1514750.303,728625.2976,316084.4207,1093081.821,47993.9176,5530026.738,12870798.7,714848.9358,190025.3665,1763917.834,290722.2492
G1_r4_64666,G1,France,13C,80pH,2046219.747,2824813.481,883230.9501,918736.3291,1176968.592,176872.9062,351628.1335,956734.1333,41975.71873,517466.2715,390715.9195,856662.3838,1138965.598,1673057.725,39645775.68,2469191.862,233075.4828,1764688.863,2431371.569,284610.8611,105771.8353,1578516.855,14687638.87,3972914.164,4278132.948,12536964.61,1388128.174,5409470.749,1605012.756,283837.4931,1217539.792,667095.8608,2730273.649,6744018.532,2588083.964,220050.7192,290577.733,136814.5174,136912.0967,150691.543,2433637.693,2517942.077,712498.2747,959395.7651,3108239.895,1139699.519,413932.5321,1344523.711,668479.6186,3242745.727,5126190.704,1406741.949,862113.331,1931636.706,1397554.96,356862.1224,756936.3143,1128325.299,263367.6346,341905.4957,133671.2175,305483.4938,36596.39896,152720.9854,78065.53567,89056.70467,42891.30346,3964628.226,163054.013,98012.20288,6965768.584,455816.9,56294.96555,412801.0272,74574688.28,1182752.762,1176417.373,200044.8815,3710945.859,128290.8596,278571.3238,538822.6485,688220.7464,236398.3703,50088842.66,556703.5406,1847743.401,272654.2797,456394.0713,607996.0087,195366.2644,178680.1999,13951873.12,155094.0315,20425280.3,6696871.109,130061.8206,487433.6392,78605.33618,13747551.35,1216963.658,5250462.126,3607812.817,233865.4601,108030.6929,265929.6109,6037362.56,9992240.12,1311964.397,1024208.16,9904279.626,631060.0239,1695536.264,871610.7058,413037.709,846636.6273,652515.0183,156555.6452,929287.3531,446712.9567,21999423.74,598212.1243,123079.7085,597140.8279,147137.1642,792663.842,812325.0378,17248124.49,234656.4755,582658.6028,4009887.386,1891635.412,6316766.422,1982236.776,223095.4017,261502.2086,462626.6912,287999.1475,767623.3265,455313.4322,566855.9427,1032101.704,367178.5407,931106.0656,505567.8223,607983.5518,206250.5113,1088173.483,290221.6723,345973.7231,1819317.714,356382.5304,55628.51952,530291.7241,239224.0184,578441.9303,482376.1236,368809.3611,2275495.865,1132063.418,979005.0569,1517906.599,984907.568,970605.9685,72774.45251,2565688.471,274784.4156,1947185.037,840993.6357,1966382.212,319737.3418,201296.8035,496740.0077,1057957.111,1565477.558,735286.1612,3566689.361,1757462.803,459000.685,1645059.726,893039.7483,617427.9847,192293.5537,925578.3007,424221.9605,3507041.403,638064.9737,1821828.824,228739.4314,392944.6728,277077.5297,489015.6699,319484.0507,75816.02081,637766.0073,458477.4937,261261.3745,797618.5879,503009.9984,373891.7906,1262947.396,1072956.299,266140.3407,49708.36115,4722611.961,905131.2799,307114.3143,169525.3907,497596.422,2868611.026,1971207.198,240620.2332,670919.1018,447161.4063,178640.7529,464342.634,6392445.416,6567566.047,18675181.63,432033.4968,957039.3282,200610.634,2986333.215,259530.8986,1129413.205,915518.2876,2396260.659,5586135.002,907420.2417,409961.8841,678953.8248,861300.5159,84493.31414,1736447.953,295497.1843,1253437.564,168477.9701,1313956.469,417166.1448,5394470.524,1860622.834,1547747.187,4384939.747,21688122.85,25493108.19,774860.8057,662632.1257,488453.0317,469703.2683,1466984.725,3710577.341,1051843.87,1897201.586,2199611.331,656236.5277,1378338.061,1048698.494,185209.71,1004234.503,3515588.937,5844964.16,214238.5209,201256.3185,4400340.671,2840919.26,553701.4193,165737.4444,748573.5586,49683.44728,4791041.02,10925213.69,1489449.769,281654.4152,3598257.31,141728.7783
G2_r2_63777,G2,France,13C,77pH,2886253.6,3731603.796,1265693.324,384992.2748,521857.3709,272719.0769,488666.683,805916.7022,78624.36762,199147.8222,571693.8969,222493.3762,769840.4565,877881.9956,34616731.06,1047459.932,161835.0848,1963047.535,645409.2448,180250.6825,44785.8763,429375.4292,15082352.3,3911471.461,5995099.102,3206013.55,866944.4631,3371640.625,765133.4135,396342.3817,1312049.446,258027.7331,1508747.684,4472490.149,1850396.246,157740.1298,127965.8044,66593.20509,105653.5338,125640.6089,1350663.948,2956736.089,349267.0253,1045223.409,1816897.667,442147.9941,336835.604,488850.1862,325555.6963,1879410.696,3473009.542,2928875.616,867823.8008,2631461.19,1222651.344,765688.8495,526755.3065,989380.5388,1158915.371,427925.8767,357330.084,380868.9938,61567.18663,364544.5942,79539.42073,125666.4718,93355.12154,2555244.532,261062.3103,153092.202,3468205.206,1094749.581,60886.13096,566294.7142,70524148.83,1520952.498,1115512.542,271451.7961,3233408.491,139111.4714,351446.8961,793289.462,1234902.957,245181.2743,42169776.42,383674.4998,1338975.16,492940.215,821519.4044,674038.2144,488134.6467,445103.7511,8280904.217,286830.3535,16992170.35,2872508.099,195533.1777,357458.1668,103203.9502,5016158.544,457588.1297,5624118.347,4464173.388,149609.335,63594.3433,615694.0345,4253081.844,5239879.79,1493486.126,1165198.817,4930925.596,1236382.067,1936829.97,1519363.778,499223.6617,940087.1331,853274.087,165117.2067,732799.8951,710270.8689,12724132.37,565311.925,85579.01752,344617.8658,94796.05308,592983.9683,975888.7397,8008293.517,274153.8506,626837.2384,2929762.343,1694988.701,4704464.116,2265042.153,329486.8531,152824.9523,625230.0455,214403.223,1469416.411,954989.0746,546131.5252,1505986.515,659372.7335,1230416.364,1015718.797,674938.4888,351212.8986,3563419.991,411026.3361,460378.857,1679504.229,394735.1888,102293.8233,665693.1272,557280.8869,978816.1707,669960.5014,197979.0666,2698750.229,1631992.899,1736994.934,1534180.742,976739.7514,1497280.579,108797.7203,3771481.884,184192.9234,2663850.129,1351659.053,2541035.962,263160.8978,145350.5818,724512.6914,3188127.525,880394.389,956228.0294,2170199.3,3887171.444,460487.2347,1691204.101,1589040.823,553236.4261,83271.06393,1660831.234,414764.1371,5609583.412,952154.011,2249424.672,302370.2459,344519.3406,300941.63,430927.2016,408015.1587,60759.27972,786247.3709,798995.3045,681283.5138,1041102.592,415978.4606,566586.5952,1459645.171,979009.5265,231753.5166,63461.33424,4189536.764,805060.7642,560609.8082,143380.0771,342785.2965,4199529.685,3072030.317,353417.4007,404666.5323,390714.1277,228757.1179,1076235.458,3325922.453,2366742.362,7180489.435,224239.736,629009.7198,224330.8718,1386230.325,113257.2186,588084.801,772407.0388,1077199.774,1598954.925,758657.8425,368597.676,1236262.605,1738200.637,307583.4623,1845641.172,597952.1031,1502927.306,145966.3645,1389171.304,81718.05994,5237646.962,1910346.387,1002952.39,5161262.812,21019709.46,13991463.68,785407.4433,1036985.468,491133.5085,356991.4035,1092638.678,2130546.589,1146295.52,1776683.361,2973145.467,999754.0143,2987388.521,1699384.158,418474.8437,895349.2879,4748767.219,7503655.894,264488.5253,192214.1089,5234959.687,1674122.288,293208.6307,98803.56694,1199739.301,45894.28517,3616291.094,9644800.103,1099076.07,247256.462,1201861.288,187101.8809
G2_r2_63778,G2,France,13C,77pH,1753728.764,3614650.934,1538574.848,359291.8244,423535.1437,228919.0223,629987.4284,956479.4493,67710.36033,182715.7895,211549.788,290686.0225,1911963.315,2210631.505,32806948.58,2235971.239,174726.8167,1828329.455,1167239.771,125651.5594,138708.8679,475713.8209,17512537.09,6331275.021,4314928.1,3699349.407,832822.9456,1543958.192,974067.4398,314171.6774,1506697.709,466266.4741,2153793.809,4048834.152,1336179.76,110392.1061,146389.6376,61270.18075,56154.20476,74481.10469,1066052.921,2062160.281,543239.4538,1079564.27,2682841.339,772633.9061,302166.3426,283866.6657,695653.1484,3001629.256,6773876.946,2857709.132,1051258.203,2124836.335,1609047.368,859373.1304,1081708.08,1770359.089,445564.3691,441085.2164,294552.6581,322899.5596,37679.52292,196763.8201,55586.41114,123395.9409,86395.04802,6171457.647,165762.6779,135569.4748,8059685.44,803731.301,54780.41645,475587.4285,82463836.6,1505842.129,2947231.906,194500.4237,6108857.429,147743.0087,228966.6625,624654.6408,878156.0153,283007.1972,47677336.85,381996.7631,4117740.379,210971.2996,401982.3204,401716.8964,205518.9254,269927.527,9903788.668,195286.0011,20622504.09,4361018.552,152282.4409,303698.6076,109445.1352,5413506.651,641134.267,7707970.354,5894656.318,173008.8521,68532.88327,382276.7709,6779081.397,8655768.589,1455164.605,1329079.423,5940420.094,1352704.109,1776651.487,1276338.785,257992.1941,918756.1752,283448.5984,161250.4687,880996.9278,789007.5571,19069311.47,636021.2077,94724.30806,477863.4642,105535.7207,572266.9299,759880.9116,12341119.55,283709.1613,498908.7732,3423138.232,1808721.131,4302599.006,3501328.468,316060.7578,123969.568,583356.4058,257817.1893,1749765.876,753755.7408,523446.4019,1022991.998,589594.3576,714454.506,684998.2679,647459.7212,313494.0196,3289872.988,374205.157,429084.7429,2499829.986,302365.6537,92420.07714,448317.7792,337178.9856,1111539.607,678875.0416,271942.0276,1974097.826,1329937.919,1397261.324,1030070.946,1056087.366,1315700.3,126271.8544,4023516.78,302952.8923,2574835.133,767224.3108,2685380.854,390852.0101,530544.7943,665876.068,1644243.767,1084337.042,928823.817,2182814.479,4045580.034,409469.6125,1561344.927,1367593.135,653408.9148,68105.09356,1700642.978,315850.752,5843203.911,917448.4998,2877055.921,367339.1322,445583.814,317201.2063,323380.8231,361747.7263,70678.63755,1242239.084,818429.7664,527402.4845,1766590.65,555599.6596,613656.5563,1311052.948,1412288.41,304319.8749,34597.49253,5762680.276,815653.0224,495016.8592,116264.492,333264.7098,3917081.728,3129537.406,337175.0966,564415.0443,330455.8815,292767.6083,1023291.451,2182279.742,1725528.672,6560627.666,189538.0631,564454.9066,154136.5203,1261398.23,125044.8758,614788.2545,640893.1492,1760072.691,2136402.213,1489865.156,406073.5456,790460.0976,1572249.676,176007.2691,2176851.674,461964.2708,5968353.789,653985.4587,2614957.918,227553.012,7117241.382,3166797.89,1386683.251,5556868.704,24183308.94,17987226.16,882835.4513,1338213.705,702439.4487,525268.3972,1213268.971,2791649.651,1129331.769,2044027.831,2930712.418,1315021.67,2341903.638,1488267.751,447821.932,1083734.248,4124872.8,8104391.409,179254.5819,274221.9523,5891931.103,2436930.315,292549.8245,184067.2161,1342930.087,72484.10456,5410801.853,12554067.43,823704.2191,258550.2653,1782072.749,437442.1981
G2_r2_63782,G2,France,13C,77pH,2594005.952,2919819.523,1667069.1,440721.6943,382745.306,253557.7988,663413.6308,952099.5741,63325.15864,149023.6071,379842.6722,193371.5206,1887597.904,2507109.044,43089464.85,1688113.503,124565.9334,1273307.567,977866.4476,165012.0869,175931.1087,509817.6679,13999321.68,4073047.38,3620330.019,3957653.228,676680.353,1275003.128,646526.9218,235548.9186,926404.0667,395608.4403,1748217.341,5288809.216,1437132.268,120180.6061,98426.23317,98529.59105,100162.3995,70421.16933,2582657.503,2613829.747,523475.6736,1351140.973,2790745.217,675974.0742,378385.8182,224360.428,635861.3729,2489592.344,3975729.783,4928112.361,1264097.641,2472452.163,1086740.44,892784.4551,1062365.206,1934271.37,823961.6416,644561.8916,265729.4197,648825.4042,55127.89435,257444.7934,105401.6597,166763.0186,108271.0713,3275242.665,196237.2409,179424.3589,4593542.901,869866.0755,46743.60151,501098.6924,65114779.43,2507117.657,2448224.583,208744.7749,4359405.31,143361.0718,247458.4534,797111.9712,927901.5255,162783.7402,40993686.95,502060.9051,3235427.733,235654.7374,507775.1194,516351.3625,284024.995,312591.1445,6870812.32,247064.7091,15328037.68,5099720.895,194533.0663,228110.8425,129938.0822,6191454.505,396233.5094,8218138.894,4532988.718,102994.8976,67824.9178,451844.971,6007043.129,6109448.64,1238094.521,1187252.287,5109131.384,888202.2557,1716293.291,1307068.68,302955.483,934942.1659,547802.9195,106275.2798,526970.1543,679487.0117,20342434.18,625738.4529,118348.4647,479515.3522,91113.66312,682741.5545,761519.9467,12792490.45,271124.9472,625374.2394,3641776.78,1876756.4,2828634.493,2272804.112,294614.256,176853.9469,655923.8758,283059.091,1059517.943,840487.8284,530777.1696,1362205.188,765298.6616,1297046.657,1148976.649,880471.3323,340530.9945,2382434.831,272268.0361,462373.9398,1357451.956,337024.2092,91917.14759,606596.3273,479718.3766,860936.6929,518368.0717,277354.7204,2402935.375,1291761.87,1392610.861,1255526.32,950639.0288,1846936.421,94691.81451,5045846.831,133754.9411,2241781.982,617980.4596,2872774.461,308873.9522,320398.3559,766274.4092,3421572.815,1571139.452,1193643.25,1240523.431,3299640.047,538265.6941,1933353.453,1688262.387,933226.9172,101827.1996,1171867.959,480411.1205,3677486.927,756361.8963,2002338.686,390173.5384,281806.492,269744.3812,407154.9921,348777.4768,55389.9804,819432.3516,527809.3219,462750.4578,1665547.032,582392.1265,704113.2572,1341006.978,1164986.047,271981.341,57398.07637,4004400.521,675025.3965,491583.6152,154569.2496,412070.6437,3442281.305,2808925.13,329678.417,610589.1406,332136.858,222346.1798,856922.9619,3626520.418,2953567.101,8697464.757,215240.3255,1071587.436,174278.613,1089633.23,151803.1958,587156.4326,707242.294,1777540.218,2585627.811,1316529.618,356326.2934,878521.0676,1460226.602,204363.139,1750643.79,305108.7722,3818225.908,302602.3436,1834251.702,319744.9864,7821594.081,3272608.269,905867.8402,4672294.224,22054455.35,16793792.7,878634.2691,1394319.958,634816.72,468959.3134,994639.9551,2409002.728,1162194.154,2267461.494,2771988.222,965352.7614,2195080.216,1348333.083,286787.3574,930510.0815,3815367.57,5672200.509,205549.2937,261931.0176,8048148.403,1703286.194,215395.3623,203819.2797,834416.7834,42793.85393,4643667.782,7885550.461,642828.1862,616644.1898,1458935.859,433582.6178
